incident_no,incident_type,address,incident_date,incident_datetime,ESRI_OID,FID
7PA0109342,LOCATION CHECK  ,100 BLOCK COLORADO BL,1952591897,2017-11-19T01:39:13.000Z,448,689
7PA0109342,LOCATION CHECK  ,100 BLOCK COLORADO BL,1952591897,2017-11-19T01:39:13.000Z,448,690
7PA0109343,SUSP PERSON/VEH ,1400 BLOCKBRIXTON RD,1952591986,2017-11-19T01:40:02.000Z,449,691
7PA0109344,LOCATION CHECK  ,0 BLOCK ARROYO PK,1952592295,2017-11-19T01:43:11.000Z,450,692
7PA0109344,LOCATION CHECK  ,0 BLOCK ARROYO PK,1952592295,2017-11-19T01:43:11.000Z,450,693
7PA0109345,415 GROUP       ,0 BLOCK MONTANA ST,1952592305,2017-11-19T01:43:21.000Z,451,694
7PA0109346,PUBLIC INTOX    , COLORADO / ORANGE GROVE,1952592406,2017-11-19T01:44:22.000Z,452,695
7PA0109347,415 GROUP       ,1300 BLOCKS. EL MOLINO AV,1952593127,2017-11-19T01:51:43.000Z,453,696
7PA0109670,PED TRAFFIC     ,300 BLOCK. LAKE AV,1953658231,2017-11-20T08:02:47.000Z,705,697
7PA0109571,MENTAL HEALTH   , FAIR OAKS / WAVERLY DR,1952771630,2017-11-19T19:36:46.000Z,629,698
7PA0109413,TRAFFIC STOP    , WAGENER EO ALLEN,1952669601,2017-11-19T09:16:17.000Z,503,699
7PA0109414,TRAFFIC STOP    , ALLEN / WAGNER ST,1952669609,2017-11-19T09:16:25.000Z,504,700
7PA0109415,415 MISC        , MARENGO / PAINTER ST,1952669898,2017-11-19T09:19:14.000Z,505,701
7PA0109417,415 MUSIC       , MONTE VISTA / OAK AV,1952670693,2017-11-19T09:27:09.000Z,506,702
7PA0109421,SUPERVISOR RQST ,100 BLOCK. ORANGE GROVE BL #12,1952671830,2017-11-19T09:38:46.000Z,507,703
7PA0109422,INTR-DEPT ASSIST,3100 BLOCKE. DEL MAR BL,1952672839,2017-11-19T09:48:55.000Z,508,704
7PA0109423,415 MISC        ,2600 BLOCKMORNINGSIDE ST,1952673191,2017-11-19T09:52:07.000Z,509,705
7PA0109425,NON INJ TC      , LOS ROBLES / WASHINGTON BL,1952673507,2017-11-19T09:55:23.000Z,510,706
7PA0109426,DOMESTIC VIOLENC,1500 BLOCKSUNSET AV,1952673507,2017-11-19T09:55:23.000Z,511,707
7PA0109427,PHOTO REQUEST   ,100 BLOCK. ORANGE GROVE BL #12,1952679114,2017-11-19T10:11:30.000Z,512,708
7PA0109428,TROUBLE UNKNOWN ,500 BLOCKRBOR ST,1952679199,2017-11-19T10:12:15.000Z,513,709
7PA0109429,INJ TC          , LOS ROBLES / MAPLE ST,1952679606,2017-11-19T10:16:22.000Z,514,710
7PA0109430,415 THREATS     ,300 BLOCK. RAYMOND AV,1952680005,2017-11-19T10:20:21.000Z,515,711
7PA0109431,GRAND THEFT     ,200 BLOCKNNANDALE RD,1952680840,2017-11-19T10:28:56.000Z,516,712
7PA0109432,OUTSIDE ASSIST  , FAIR OAKS / GLENARM ST,1952681100,2017-11-19T10:31:16.000Z,517,713
7PA0109433,INTR-DEPT ASSIST,400 BLOCK. GRAND AV,1952681789,2017-11-19T10:38:05.000Z,518,714
7PA0109572,TRAFFIC STOP    , DEL MAR / ARROYO PY,1952772308,2017-11-19T19:43:24.000Z,630,715
7PA0109434,TRAFFIC STOP    , MOUNTAIN / SINALOA AV,1952682732,2017-11-19T10:47:48.000Z,519,716
7PA0109672,PED TRAFFIC     ,300 BLOCK. LAKE AV,1953659123,2017-11-20T08:11:39.000Z,706,717
7PA0109573,TRAFFIC STOP    , GREEN / LAKE AV,1952773008,2017-11-19T19:50:24.000Z,631,718
7PA0109435,415 MISC        , DEL MAR / LAKE AV,1952682905,2017-11-19T10:49:21.000Z,520,719
7PA0109673,TRAFFIC HAZARD  , DEL MAR / OAK KNOLL AV,1953659525,2017-11-20T08:15:41.000Z,707,720
7PA0109575,415 MISC        ,400 BLOCK. RAYMOND AV,1952773688,2017-11-19T19:57:04.000Z,632,721
7PA0109436,VEHICLE BURG    ,900 BLOCK. FAIR OAKS AV,1952682930,2017-11-19T10:49:46.000Z,521,722
7PA0109674,TRAFFIC STOP    , MARENGO / ORANGE GROVE BL,1953659639,2017-11-20T08:16:55.000Z,708,723
7PA0109576,TRAFFIC STOP    , HAMILTON / ORANGE GROVE BL,1952778820,2017-11-19T20:08:36.000Z,633,724
7PA0109437,PHYSICAL EVIDENC,900 BLOCK. FAIR OAKS AV,1952683714,2017-11-19T10:57:30.000Z,522,725
7PA0109675,NON INJ TC      , LOMBARDY / SIERRA BONITA AV,1953659727,2017-11-20T08:17:43.000Z,709,726
7PA0109577,415 FAMILY      ,300 BLOCK. WASHINGTON BL #6,1952778912,2017-11-19T20:09:28.000Z,634,727
7PA0109438,TRANSIENT       ,100 BLOCK. LOS ROBLES AV,1952683838,2017-11-19T10:58:54.000Z,523,728
7PA0109676,TRAFFIC STOP    , FOOTHILL / SIERRA MADRE BL,1953659834,2017-11-20T08:18:50.000Z,710,729
7PA0109578,SUSP PERSON     , ALTADENA / PALOMA ST,1952779434,2017-11-19T20:14:50.000Z,635,730
7PA0109439,415 MISC        ,800 BLOCK. WASHINGTON BL,1952688239,2017-11-19T11:02:55.000Z,524,731
7PA0109677,TRAFFIC STOP    , LAKE / WASHINGTON BL,1953660003,2017-11-20T08:20:19.000Z,711,732
7PA0109579,CHECK WELFARE   ,300 BLOCK. CHESTER AV,1952779726,2017-11-19T20:17:42.000Z,636,733
7PA0109580,415 MUSIC       ,400 BLOCK. LOS ROBLES AV,1952780243,2017-11-19T20:22:59.000Z,637,734
7PA0109581,MENTAL HEALTH   ,600 BLOCK. COLORADO BL,1952780531,2017-11-19T20:25:47.000Z,638,735
7PA0109582,415 MISC        ,1800 BLOCKMENTONE AV,1952781713,2017-11-19T20:37:29.000Z,639,736
7PA0109583,415 MUSIC       ,300 BLOCKTANTON ST,1952781785,2017-11-19T20:38:01.000Z,640,737
7PA0109584,VEHICLE REPO    ,1100 BLOCK N. GARFIELD AV,1952782012,2017-11-19T20:40:28.000Z,641,738
7PA0109585,SUSP PERSON     ,1400 BLOCKWENTWORTH AV,1952782197,2017-11-19T20:42:13.000Z,642,739
7PA0109587,RAPE            , CANFIELD / MICHILLINDA AV,1952782524,2017-11-19T20:45:40.000Z,643,740
7PA0109588,PED TRAFFIC     ,3300 BLOCKE. COLORADO BL,1952782643,2017-11-19T20:46:59.000Z,644,741
7PA0109589,415 GROUP       , COLORADO / SAN GABRIEL BL,1952782699,2017-11-19T20:47:15.000Z,645,742
7PA0109590,415 FIGHT       , COLORADO / WILSON AV,1952782899,2017-11-19T20:49:15.000Z,646,743
7PA0109680,BIKE TRAFFIC    , MARENGO / ORANGE GROVE BL,1953660533,2017-11-20T08:25:49.000Z,712,744
7PA0109681,415 THREATS     ,100 BLOCK LAKE AV,1953660640,2017-11-20T08:26:56.000Z,713,745
7PA0109682,NON INJ TC      , COLORADO / HILL AV,1953660793,2017-11-20T08:28:09.000Z,714,746
7PA0109683,PED TRAFFIC     , NINA / SUNNYSLOPE AV,1953661009,2017-11-20T08:30:25.000Z,715,747
7PA0109684,SUPERVISOR RQST ,0 BLOCK WALNUT ST,1953661236,2017-11-20T08:32:52.000Z,716,748
7PA0109686,TRANSIENT       ,3700 BLOCKE. FOOTHILL BL,1953662015,2017-11-20T08:40:31.000Z,717,749
7PA0109688,TRAFFIC STOP    , HUDSON / WASHINGTON BL,1953662240,2017-11-20T08:42:56.000Z,718,750
7PA0109691,OTHER PMC       ,3300 BLOCKE. COLORADO BL,1953662516,2017-11-20T08:45:32.000Z,719,751
7PA0109692,TROUBLE UNKNOWN ,1000 BLOCKN. LOS ROBLES AV,1953662743,2017-11-20T08:47:59.000Z,720,752
7PA0109693,FOOTBEAT        ,300 BLOCK. LAKE AV,1953663817,2017-11-20T08:58:33.000Z,721,753
7PA0109695,BIKE TRAFFIC    , MARENGO / ORANGE GROVE BL,1953668021,2017-11-20T09:00:37.000Z,722,754
7PA0109696,FOUND PROPERTY  , GARFIELD / WALNUT ST,1953668694,2017-11-20T09:07:10.000Z,723,755
7PA0109697,PETTY THEFT     ,100 BLOCKARKNESS AV,1953668702,2017-11-20T09:07:18.000Z,724,756
7PA0109698,TRAFFIC STOP    , CATALINA / WASHINGTON BL,1953668999,2017-11-20T09:10:15.000Z,725,757
7PA0109699,FOOTBEAT        , KENWORTHY / PATRICIAN WY,1953669643,2017-11-20T09:16:59.000Z,726,758
7PA0109700,FIRE DEPT ASSIST,1000 BLOCKN. MARENGO AV,1953670000,2017-11-20T09:20:16.000Z,727,759
7PA0109703,INTR-DEPT ASSIST,1500 BLOCKN. ARROYO BL,1953670638,2017-11-20T09:26:54.000Z,728,760
7PA0109705,415 MISC        ,400 BLOCK. RAYMOND AV,1953671036,2017-11-20T09:30:52.000Z,729,761
7PA0109708,ADW-GANG        ,200 BLOCK. GARFIELD AV,1953671509,2017-11-20T09:35:25.000Z,730,762
7PA0109709,TROUBLE UNKNOWN ,1500 BLOCKLANCASHIRE PL,1953671642,2017-11-20T09:36:58.000Z,731,763
7PA0109710,PMC DAY LABORERS,200 BLOCK. GARFIELD AV,1953671840,2017-11-20T09:38:56.000Z,732,764
7PA0109711,TRAFFIC STOP    , CATALINA / WASHINGTON BL,1953671984,2017-11-20T09:40:00.000Z,733,765
7PA0109712,FIRE DEPT ASSIST,800 BLOCK. OAKLAND1A22 AV,1953673132,2017-11-20T09:51:48.000Z,734,766
7PA0109713,PED TRAFFIC     , SIERRA MADRE VILLA / WALNUT ST,1953673434,2017-11-20T09:54:50.000Z,735,767
7PA0109714,ID THEFT        ,1600 BLOCK WHITEFIELD RD,1953673720,2017-11-20T09:57:36.000Z,736,768
7PA0109717,TRAFFIC STOP    , MENTOR / WASHINGTON BL,1953678793,2017-11-20T10:08:09.000Z,737,769
7PA0109718,TRAFFIC STOP    , MENTOR / WASHINGTON BL,1953678816,2017-11-20T10:08:32.000Z,738,770
7PA0109720,TRAFFIC STOP    , MENTOR / WASHINGTON BL,1953679024,2017-11-20T10:10:40.000Z,739,771
7PA0109722,OTHER PMC       ,400 BLOCKARKE ST,1953679686,2017-11-20T10:17:02.000Z,740,772
7PA0109723,415 MISC        ,1300 BLOCKN. LAKE AV,1953679697,2017-11-20T10:17:13.000Z,741,773
7PA0109724,VIOL COURT ORDER,1500 BLOCKLOCUST ST,1953679803,2017-11-20T10:18:19.000Z,742,774
7PA0109725,TRAFFIC STOP    , LAKE / WASHINGTON BL,1953681390,2017-11-20T10:34:06.000Z,743,775
7PA0109726,415 MISC        ,100 BLOCK. SIERRA BONITA AV #10,1953681404,2017-11-20T10:34:20.000Z,744,776
7PA0109727,SUSP PERSON     ,100 BLOCK ROOSEVELT AV #13,1953681595,2017-11-20T10:36:11.000Z,745,777
7PA0109729,TRANSIENT       ,800 BLOCK. FAIR OAKS AV,1953682116,2017-11-20T10:41:32.000Z,746,778
7PA0109442,415 BOY/GIRL    , DEL MAR / KINNELOA AV,1952688737,2017-11-19T11:07:53.000Z,525,779
7PA0109443,SUSP PERSON/VEH ,1100 BLOCKN. FAIR OAKS AV,1952689224,2017-11-19T11:12:40.000Z,526,780
7PA0109444,415 MISC        ,1600 BLOCKLA LOMA RD,1952689502,2017-11-19T11:15:18.000Z,527,781
7PA0109445,OTHER PMC       ,2000 BLOCKEL SERENO AV,1952689620,2017-11-19T11:16:36.000Z,528,782
7PA0109448,FIRE DEPT ASSIST,400 BLOCK. GREEN ST #2309,1952691103,2017-11-19T11:31:19.000Z,529,783
7PA0109449,MOVIE JOB       ,200 BLOCK. GARFIELD AV,1952691326,2017-11-19T11:33:42.000Z,530,784
7PA0109450,PERSON DOWN     ,200 BLOCK. CALIFORNIA BL,1952692929,2017-11-19T11:49:45.000Z,531,785
7PA0109451,415 FAMILY      ,400 BLOCK. HOLLISTON AV #14,1952692998,2017-11-19T11:50:14.000Z,532,786
7PA0109452,415 MISC        , LOS ROBLES / WASHINGTON BL,1952693100,2017-11-19T11:51:16.000Z,533,787
7PA0109454,415 BOY/GIRL    ,3800 BLOCKE. FOOTHILL BL,1952698998,2017-11-19T12:10:14.000Z,534,788
7PA0109455,415 GROUP       ,400 BLOCK. HOLLISTON AV,1952699304,2017-11-19T12:13:20.000Z,535,789
7PA0109456,415 FIGHT       , FAIR OAKS / WASHINGTON BL,1952699412,2017-11-19T12:14:28.000Z,536,790
7PA0109457,INJ TC          , ALLEN / WASHINGTON BL,1952700088,2017-11-19T12:21:04.000Z,537,791
7PA0109458,415 MISC        ,400 BLOCKTCHISON ST,1952700424,2017-11-19T12:24:40.000Z,538,792
7PA0109459,415 GROUP       ,400 BLOCK. HOLLISTON AV,1952701688,2017-11-19T12:37:04.000Z,539,793
7PA0109461,TROUBLE UNKNOWN ,100 BLOCK COLORADO BL,1952702637,2017-11-19T12:46:53.000Z,540,794
7PA0109463,FOOTBEAT        ,3100 BLOCK E. FOOTHILL,1952708794,2017-11-19T13:08:10.000Z,541,795
7PA0109464,BATTERY         ,3600 BLOCKE. FOOTHILL BL,1952709111,2017-11-19T13:11:27.000Z,542,796
7PA0109465,VEHICLE REPO    ,400 BLOCK ATCHISON ST,1952709284,2017-11-19T13:13:00.000Z,543,797
7PA0109466,NON INJ TC      , CALIFORNIA / LAKE AV,1952710597,2017-11-19T13:26:13.000Z,544,798
7PA0109467,OTHER PMC       ,3700 BLOCKFAIRMEADE RD,1952710729,2017-11-19T13:27:45.000Z,545,799
7PA0109468,TRANSIENT       ,900 BLOCK. FAIR OAKS AV,1952711109,2017-11-19T13:31:25.000Z,546,800
7PA0108658,MENTAL HEALTH   ,700 BLOCK. COLORADO BL,1950678990,2017-11-17T10:10:06.000Z,974,801
7PA0108659,TRAFFIC STOP    , FAIR OAKS / ORANGE GROVE BL,1950680386,2017-11-17T10:24:02.000Z,975,802
7PA0108660,VEHICLE BURG    ,3600 BLOCKFAIRMEADE RD,1950680839,2017-11-17T10:28:55.000Z,976,803
7PA0108661,PED TRAFFIC     , LINCOLN / WASHINGTON BL,1950680928,2017-11-17T10:29:44.000Z,977,804
7PA0108662,HEALTH & SAFETY ,1300 BLOCKLINCOLN AV,1950680938,2017-11-17T10:29:54.000Z,978,805
7PA0108664,TRANSIENT       ,3500 BLOCKE. FOOTHILL BL,1950681291,2017-11-17T10:33:07.000Z,979,806
7PA0108665,SUPERVISOR RQST , LINCOLN / WASHINGTON BL,1950682091,2017-11-17T10:41:07.000Z,980,807
7PA0108667,VEHICLE BURG    ,3300 BLOCKE. FOOTHILL BL,1950682325,2017-11-17T10:43:41.000Z,981,808
7PA0108668,VEHICLE REPO    ,800 BLOCK N. RAYMOND AV,1950682698,2017-11-17T10:47:14.000Z,982,809
7PA0108669,HEALTH & SAFETY ,700 BLOCK. WASHINGTON BL,1950682997,2017-11-17T10:50:13.000Z,983,810
7PA0108670,TRAFFIC STOP    , MOUNTAIN / SIERRA BONITA AV,1950683218,2017-11-17T10:52:34.000Z,984,811
7PA0108740,PUBLIC INTOX    ,1000 BLOCKE. COLORADO BL,1950723238,2017-11-17T14:52:54.000Z,1031,812
7PA0108671,PETTY THEFT     ,1800 BLOCKN. MADISON AV,1950683325,2017-11-17T10:53:41.000Z,985,813
7PA0108672,TC CITY PROP    , FAIR OAKS / WALNUT ST,1950683591,2017-11-17T10:56:07.000Z,986,814
7PA0108673,HEALTH & SAFETY ,100 BLOCK. WILSON AV #104,1950683695,2017-11-17T10:57:11.000Z,987,815
7PA0108674,SUSP PERSON/VEH , MOUNTAIN / SIERRA BONITA AV,1950688125,2017-11-17T11:01:41.000Z,988,816
7PA0108675,TROUBLE UNKNOWN ,100 BLOCK FAIR OAKS AV,1950688218,2017-11-17T11:02:34.000Z,989,817
7PA0108741,415 MISC        ,1000 BLOCKLUNADA LN,1950728008,2017-11-17T15:00:24.000Z,1032,818
7PA0108678,FOOTBEAT        ,600 BLOCK. FAIR OAKS AV,1950689698,2017-11-17T11:17:14.000Z,990,819
7PA0108742,DRIVING VIOL    , AFTON / LINDA VISTA AV,1950728238,2017-11-17T15:02:54.000Z,1033,820
7PA0109884,415 MISC        ,200 BLOCK. OAK AV,1953770238,2017-11-20T19:22:54.000Z,860,821
7PA0108681,415 MISC        ,900 BLOCKVENUE 64,1950690016,2017-11-17T11:20:32.000Z,991,822
7PA0108743,TRANSIENT       ,400 BLOCK. LAKE AV,1950728239,2017-11-17T15:02:55.000Z,1034,823
7PA0109885,TRANSIENT       ,400 BLOCK. LOS ROBLES AV,1953770733,2017-11-20T19:27:49.000Z,861,824
7PA0108683,BRANDISH FIREARM, FAIR OAKS / ORANGE GROVE BL,1950690635,2017-11-17T11:26:51.000Z,992,825
7PA0108745,VIOL COURT ORDER,200 BLOCK. GARFIELD AV,1950729117,2017-11-17T15:11:33.000Z,1035,826
7PA0109886,SUSP PERSON     ,1900 BLOCKE. COLORADO BL,1953771121,2017-11-20T19:31:37.000Z,862,827
7PA0108685,TRANSIENT       ,500 BLOCK. WALNUT ST,1950690734,2017-11-17T11:27:50.000Z,993,828
7PA0108746,KEEP THE PEACE  ,1300 BLOCKE. ORANGE GROVE BL,1950729229,2017-11-17T15:12:45.000Z,1036,829
7PA0109888,SUPERVISOR RQST , LAKE / WASHINGTON BL,1953771491,2017-11-20T19:35:07.000Z,863,830
7PA0108686,SUSP PERSON/VEH , LA VEREDA / LINDA VISTA AV,1950690922,2017-11-17T11:29:38.000Z,994,831
7PA0108747,TRANSIENT       ,2600 BLOCKPALOMA ST,1950729234,2017-11-17T15:12:50.000Z,1037,832
7PA0109889,NON INJ TC      , LAKE / WASHINGTON BL,1953772084,2017-11-20T19:41:00.000Z,864,833
7PA0108688,415 MISC        ,1200 BLOCKN. FAIR OAKS AV,1950691197,2017-11-17T11:32:13.000Z,995,834
7PA0108748,FIRE DEPT ASSIST,400 BLOCK. RAYMOND AV,1950729410,2017-11-17T15:14:26.000Z,1038,835
7PA0109890,MISSING PERSON  ,1900 BLOCKN. RAYMOND AV,1953773285,2017-11-20T19:53:01.000Z,865,836
7PA0108689,WARRANT ARREST  ,800 BLOCK. RAYMOND AV,1950691332,2017-11-17T11:33:48.000Z,996,837
7PA0109953,HEALTH & SAFETY , COLORADO / SAN MARINO AV,1954578525,2017-11-21T00:05:41.000Z,917,838
7PA0109731,PETTY THEFT     ,1100 BLOCKE. COLORADO BL #101,1953682138,2017-11-20T10:41:54.000Z,747,839
7PA0109808,415 THREATS     ,3700 BLOCKNEWHAVEN RD,1953722992,2017-11-20T14:50:08.000Z,804,840
7PA0108750,ANNOY PHONE CALL,1100 BLOCKWESLEY AV,1950729818,2017-11-17T15:18:34.000Z,1039,841
7PA0108751,CITIZEN FLAG    , BELLEVUE / MARENGO AV,1950730007,2017-11-17T15:20:23.000Z,1040,842
7PA0108752,TRAFFIC STOP    , HILL / ORANGE GROVE BL,1950730827,2017-11-17T15:28:43.000Z,1041,843
7PA0108754,PUBLIC ASSIST   ,800 BLOCKUMMIT AV #10,1950731206,2017-11-17T15:32:22.000Z,1042,844
7PA0108755,TRAFFIC STOP    , ALLEN / WALNUT ST,1950731214,2017-11-17T15:32:30.000Z,1043,845
7PA0108758,FOOTBEAT        ,400 BLOCK. VILLA ST,1950731629,2017-11-17T15:36:45.000Z,1044,846
7PA0108759,TRAFFIC STOP    , DEL MAR / FAIR OAKS AV,1950732094,2017-11-17T15:41:10.000Z,1045,847
7PA0108760,PETTY THEFT     ,200 BLOCK. DAYTON ST #4037,1950732286,2017-11-17T15:43:02.000Z,1046,848
7PA0108761,415 THREATS     ,200 BLOCK. FAIR OAKS AV,1950732425,2017-11-17T15:44:41.000Z,1047,849
7PA0108763,SHOPLIFTER      ,3100 BLOCKE. COLORADO BL,1950733237,2017-11-17T15:52:53.000Z,1048,850
7PA0108764,FOOTBEAT        , FAIR OAKS / MAPLE ST,1950738103,2017-11-17T16:01:19.000Z,1049,851
7PA0108765,STRONG ARMED ROB,400 BLOCK. ORANGE GROVE BL,1950738494,2017-11-17T16:05:10.000Z,1050,852
7PA0108766,FOOTBEAT        ,200 BLOCK. CALIFORNIA BL,1950738920,2017-11-17T16:09:36.000Z,1051,853
7PA0108767,415 MISC        ,2700 BLOCKE. COLORADO BL,1950739235,2017-11-17T16:12:51.000Z,1052,854
7PA0108768,FOOTBEAT        ,300 BLOCK. RAYMOND AV,1950739703,2017-11-17T16:17:19.000Z,1053,855
7PA0108769,PETTY THEFT     ,400 BLOCK N. ROSEMEAD BL,1950739914,2017-11-17T16:19:30.000Z,1054,856
7PA0108770,CHECK WELFARE   ,100 BLOCK. EUCLID AV,1950739930,2017-11-17T16:19:46.000Z,1055,857
7PA0108771,SUPERVISOR RQST , KINNELOA / WALNUT ST,1950740312,2017-11-17T16:23:28.000Z,1056,858
7PA0108772,TRESPASS        ,400 BLOCK. LAKE AV,1950740341,2017-11-17T16:23:57.000Z,1057,859
7PA0108773,BATTERY         ,2000 BLOCKN. MARENGO AV,1950740640,2017-11-17T16:26:56.000Z,1058,860
7PA0108774,GRAND THEFT     ,2800 BLOCKE. FOOTHILL BL,1950741497,2017-11-17T16:35:13.000Z,1059,861
7PA0108775,TRANSIENT       ,200 BLOCK. CALIFORNIA BL,1950741703,2017-11-17T16:37:19.000Z,1060,862
7PA0108776,FOOTBEAT        ,300 BLOCK. RAYMOND AV,1950742022,2017-11-17T16:40:38.000Z,1061,863
7PA0108778,SUSP PERSON     ,1600 BLOCKN. LAKE AV,1950742621,2017-11-17T16:46:37.000Z,1062,864
7PA0108781,CHECK WELFARE   ,700 BLOCK. COLORADO BL,1950743808,2017-11-17T16:58:24.000Z,1063,865
7PA0108782,TRAFFIC STOP    , HILL / MAPLE ST,1950748016,2017-11-17T17:00:32.000Z,1064,866
7PA0108783,PETTY THEFT     ,300 BLOCK. COLORADO BL #134,1950748029,2017-11-17T17:00:45.000Z,1065,867
7PA0108784,PED TRAFFIC     , ARROYO / UNION ST,1950748514,2017-11-17T17:05:30.000Z,1066,868
7PA0108785,CITIZEN FLAG    , ARROYO / UNION ST,1950748626,2017-11-17T17:06:42.000Z,1067,869
7PA0108786,PED TRAFFIC     , COLORADO / FAIR OAKS AV,1950748896,2017-11-17T17:09:12.000Z,1068,870
7PA0108787,SUPERVISOR RQST ,2000 BLOCKN. MARENGO AV,1950748909,2017-11-17T17:09:25.000Z,1069,871
7PA0108788,415 MISC        ,0 BLOCK RAYMOND AV,1950750126,2017-11-17T17:21:42.000Z,1070,872
7PA0108789,TRANSIENT       , SAN PASQUAL / SHOPPERS LN,1950751104,2017-11-17T17:31:20.000Z,1071,873
7PA0108790,415 MISC        ,600 BLOCK. FAIR OAKS AV,1950751824,2017-11-17T17:38:40.000Z,1072,874
7PA0108791,415 MISC        ,500 BLOCK. COLORADO BL,1950752584,2017-11-17T17:46:00.000Z,1073,875
7PA0108792,415 MISC        ,200 BLOCK. HOLLY ST #434,1950752805,2017-11-17T17:48:21.000Z,1074,876
7PA0108793,PUBLIC INTOX    ,400 BLOCK. VILLA ST,1950752901,2017-11-17T17:49:17.000Z,1075,877
7PA0108794,FOUND PROPERTY  ,200 BLOCK. GARFIELD AV,1950753096,2017-11-17T17:51:12.000Z,1076,878
7PA0108795,SUSP PERSON     ,800 BLOCK. CHESTER AV,1950753731,2017-11-17T17:57:47.000Z,1077,879
7PA0108796,SUSP PERSON     ,100 BLOCK. MICHIGAN AV,1950758340,2017-11-17T18:03:56.000Z,1078,880
7PA0108800,NON INJ TC      , CORSON / LAKE AV,1950759408,2017-11-17T18:14:24.000Z,1079,881
7PA0108801,BATTERY         ,700 BLOCK. WASHINGTON BL,1950760016,2017-11-17T18:20:32.000Z,1080,882
7PA0108802,415 MISC        ,1100 BLOCKE. COLORADO BL,1950760513,2017-11-17T18:25:29.000Z,1081,883
7PA0108803,SUSP PERSON/VEH ,0 BLOCK HAMMOND ST,1950760825,2017-11-17T18:28:41.000Z,1082,884
7PA0108804,415 BOY/GIRL    , COLORADO / OAKLAND AV,1950761117,2017-11-17T18:31:33.000Z,1083,885
7PA0108805,NON INJ TC      , CORSON / LAKE AV,1950761286,2017-11-17T18:33:02.000Z,1084,886
7PA0108806,PED TRAFFIC     , LOS ROB NO MTN,1950762039,2017-11-17T18:40:55.000Z,1085,887
7PA0108808,TRAFFIC STOP    , OG JEO MARENGO,1950762119,2017-11-17T18:41:35.000Z,1086,888
7PA0108809,TROUBLE UNKNOWN ,400 BLOCK. WILSON AV,1950762122,2017-11-17T18:41:38.000Z,1087,889
7PA0108691,SUSPICIOUS CIRC ,100 BLOCK. GARFIELD AV,1950691586,2017-11-17T11:36:02.000Z,997,890
7PA0108692,MENTAL HEALTH   ,2500 BLOCKOSWEGO ST,1950691730,2017-11-17T11:37:46.000Z,998,891
7PA0108693,ID THEFT        ,100 BLOCK. WILSON AV #104,1950691942,2017-11-17T11:39:58.000Z,999,892
7PA0108694,INDECENT EXPOSUR, FOOTHILL FWY / HILL NB ON 210EB,1950692236,2017-11-17T11:42:52.000Z,1000,893
7PA0108695,TRESPASS        ,300 BLOCK. ARROYO PK,1950692486,2017-11-17T11:45:02.000Z,1001,894
7PA0108696,SUSP PERSON     ,1500 BLOCKN. RAYMOND AV,1950692715,2017-11-17T11:47:31.000Z,1002,895
7PA0108697,PUBLIC ASSIST   ,100 BLOCK. WASHINGTON BL,1950692741,2017-11-17T11:47:57.000Z,1003,896
7PA0108700,RESIDENTIAL BURG,1100 BLOCKLINDA GLEN DR,1950698636,2017-11-17T12:06:52.000Z,1004,897
7PA0108701,BATTERY         ,200 BLOCK. COLORADO BL,1950698841,2017-11-17T12:08:57.000Z,1005,898
7PA0108702,K9 REQUEST      ,100 BLOCK. GARFIELD AV,1950699014,2017-11-17T12:10:30.000Z,1006,899
7PA0108703,TRESPASS        ,800 BLOCK. RAYMOND AV,1950699410,2017-11-17T12:14:26.000Z,1007,900
7PA0108705,PHYSICAL EVIDENC,1100 BLOCKLINDA GLEN DR,1950699932,2017-11-17T12:19:48.000Z,1008,901
7PA0108708,PHYSICAL EVIDENC,500 BLOCK. ARROYO BL,1950701027,2017-11-17T12:30:43.000Z,1009,902
7PA0108712,FOOTBEAT        , CENTRAL PARK,1950703625,2017-11-17T12:56:41.000Z,1010,903
7PA0108713,OTHER PMC       ,300 BLOCKAR VISTA AV,1950703741,2017-11-17T12:57:57.000Z,1011,904
7PA0108714,PED TRAFFIC     , SAN GAB/COL,1950703901,2017-11-17T12:59:17.000Z,1012,905
7PA0108715,TRANSIENT       ,1800 BLOCKMONTE VISTA ST,1950703911,2017-11-17T12:59:27.000Z,1013,906
7PA0108716,ID THEFT        ,200 BLOCK N. BONNIE AV,1950708001,2017-11-17T13:00:17.000Z,1014,907
7PA0108717,WARRANT ARREST  ,2700 BLOCKE. COLORADO BL,1950708229,2017-11-17T13:02:45.000Z,1015,908
7PA0108718,SHOPLIFTER      ,3100 BLOCKE. COLORADO BL,1950708838,2017-11-17T13:08:54.000Z,1016,909
7PA0108719,LOST/STOLEN PROP,300 BLOCK S. FAIR OAKS AV,1950709084,2017-11-17T13:11:00.000Z,1017,910
7PA0108722,MENTAL HEALTH   ,2700 BLOCKE. COLORADO BL,1950710040,2017-11-17T13:20:56.000Z,1018,911
7PA0108724,PETTY THEFT     ,100 BLOCK S. OAKLAND AV,1950710127,2017-11-17T13:21:43.000Z,1019,912
7PA0108725,MENTAL HEALTH   ,300 BLOCK. EUCLID AV,1950710512,2017-11-17T13:25:28.000Z,1020,913
7PA0108728,NON INJ TC      , DEL MAR / WALDO AV,1950712117,2017-11-17T13:41:33.000Z,1021,914
